HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE
"LK-1709","EXPLORE",247,183.6567,-87.1,"SGL SHOT"
"LK-1710","EXPLORE",0,249,-90,"SET-UP"
"LK-1710","EXPLORE",100,248.8567,-86.4,"SGL SHOT"
"LK-1710","EXPLORE",148,248.0567,-86.6,"SGL SHOT"
"LK-1710","EXPLORE",196,248.7567,-86.7,"SGL SHOT"
"LK-1710","EXPLORE",244,243.1567,-86.6,"SGL SHOT"
"LK-1716","EXPLORE",0,275,-90,"SET-UP"
"LK-1716","EXPLORE",70,275.2567,-89.5,"SGL SHOT"
"LK-1716","EXPLORE",118,303.2567,-89.5,"SGL SHOT"
"LK-1716","EXPLORE",169,290.4567,-89.4,"SGL SHOT"
"LK-1722","EXPLORE",0,336,-90,"SET-UP"
"LK-1722","EXPLORE",74,335.7567,-88.8,"SGL SHOT"
"LK-1722","EXPLORE",110,337.8567,-88.6,"SGL SHOT"
"LK-1722","EXPLORE",158,340.2567,-88.8,"SGL SHOT"
"LK-1722","EXPLORE",200,335.0567,-88.5,"SGL SHOT"
"LK-1722","EXPLORE",242,354.2567,-88.9,"SGL SHOT"
"LK-1723","EXPLORE",0,317,-90,"SET-UP"
"LK-1723","EXPLORE",99,317.3567,-89.2,"SGL SHOT"
"LK-1723","EXPLORE",149,315.8567,-89.5,"SGL SHOT"
"LK-1723","EXPLORE",199,316.2567,-89.9,"SGL SHOT"
"LK-1723","EXPLORE",249,55.1567,-89.5,"SGL SHOT"
"LK-1738","EXPLORE",0,241,-90,"SET-UP"
"LK-1738","EXPLORE",82,241.1567,-89.2,"SGL SHOT"
"LK-1738","EXPLORE",130,288.6567,-89.1,"SGL SHOT"
"LK-1738","EXPLORE",178,72.4567,-89.2,"SGL SHOT"
"LK-1738","EXPLORE",226,319.7567,-89.5,"SGL SHOT"
"LK-1744","EXPLORE",0,165,-90,"SET-UP"
"LK-1744","EXPLORE",110,164.5567,-88.3,"SGL SHOT"
"LK-1744","EXPLORE",140,175.1567,-88.2,"SGL SHOT"
"LK-1744","EXPLORE",170,181.3567,-88.3,"SGL SHOT"
"LK-1744","EXPLORE",200,175.8567,-88.5,"SGL SHOT"
"LK-1744","EXPLORE",230,175.2567,-88.7,"SGL SHOT"
"LK-1744","EXPLORE",260,167.0567,-88.3,"SGL SHOT"
"LK-1755","EXPLORE",0,276,-80,"SET-UP"
"LK-1755","EXPLORE",73,275.6567,-80.6,"SGL SHOT"
"LK-1755","EXPLORE",121,276.5567,-80.5,"SGL SHOT"
"LK-1755","EXPLORE",169,268.0567,-80.7,"SGL SHOT"
"LK-1755","EXPLORE",212,277.3567,-80.7,"SGL SHOT"
"LK-1767","EXPLORE",0,176,-90,"SET-UP"
"LK-1767","EXPLORE",66,175.8567,-88.2,"SGL SHOT"
"LK-1767","EXPLORE",102,165.5567,-88.3,"SGL SHOT"
"LK-1767","EXPLORE",138,181.3567,-89.1,"SGL SHOT"
"LK-1767","EXPLORE",174,175.1567,-88.5,"SGL SHOT"
"LK-1767","EXPLORE",210,175.2567,-88.2,"SGL SHOT"
"LK-1767","EXPLORE",246,168.0567,-88.7,"SGL SHOT"
"LK-1779","EXPLORE",0,332,-90,"SET-UP"
"LK-1779","EXPLORE",50,332.4567,-89.4,"SGL SHOT"
"LK-1779","EXPLORE",73,340.4567,-89.3,"SGL SHOT"
"LK-1779","EXPLORE",123,344.3567,-89.5,"SGL SHOT"
"LK-1779","EXPLORE",173,303.3567,-89.7,"SGL SHOT"
"LK-1779","EXPLORE",223,103.7567,-89.6,"SGL SHOT"
"LK-1780","EXPLORE",0,284,-90,"SET-UP"
"LK-1780","EXPLORE",100,284.1567,-87,"SGL SHOT"
"LK-1780","EXPLORE",125,290.2567,-87.1,"SGL SHOT"
"LK-1780","EXPLORE",161,286.3567,-86.3,"SGL SHOT"
"LK-1780","EXPLORE",197,287.3567,-86.3,"SGL SHOT"
"LK-1780","EXPLORE",233,288.0567,-86.4,"SGL SHOT"
"LK-1803","EXPLORE",0,0,-90,"SET-UP"
"LK-1803","EXPLORE",56,30,-88.5,"SGL SHOT"
"LK-1803","EXPLORE",75,30.4567,-88.2,"SGL SHOT"
"LK-1803","EXPLORE",101,45.3567,-88.2,"SGL SHOT"
"LK-1803","EXPLORE",137,32.5567,-88.1,"SGL SHOT"
"LK-1803","EXPLORE",173,40.3567,-88.1,"SGL SHOT"
"LK-1803","EXPLORE",209,34.7567,-88.3,"SGL SHOT"
"LK-1803","EXPLORE",245,35.1567,-88.3,"SGL SHOT"
"LK-1804","EXPLORE",0,48,-90,"SET-UP"
"LK-1804","EXPLORE",54,48.3567,-89.2,"SGL SHOT"
"LK-1804","EXPLORE",102,77.8567,-89.1,"SGL SHOT"
"LK-1804","EXPLORE",116,174.2567,-89,"SGL SHOT"
"LK-1804","EXPLORE",150,40.8567,-88.5,"SGL SHOT"
"LK-1804","EXPLORE",198,31.0567,-89.2,"SGL SHOT"
"LK-1804","EXPLORE",246,55.6567,-88.8,"SGL SHOT"
"LK-1819","EXPLORE",0,332,-90,"SET-UP"
"LK-1819","EXPLORE",89,331.7567,-87.5,"SGL SHOT"
"LK-1819","EXPLORE",125,331.7567,-87.2,"SGL SHOT"
"LK-1819","EXPLORE",161,332.1567,-87.6,"SGL SHOT"
"LK-1819","EXPLORE",197,334.5567,-87.4,"SGL SHOT"
"LK-1819","EXPLORE",233,334.0567,-87.1,"SGL SHOT"
"LK-1819","EXPLORE",269,333.7567,-87.7,"SGL SHOT"
"LK-1832","EXPLORE",0,115.183,-88.748,"SET-UP"
"LK-1832","EXPLORE",238.5,115.183,-88.748,"SGL SHOT"
"LK-1847","EXPLORE",0,87,-90,"SET-UP"
"LK-1847","EXPLORE",53,86.5567,-87.9,"SGL SHOT"
"LK-1847","EXPLORE",89,78.1567,-87.7,"SGL SHOT"
"LK-1847","EXPLORE",125,84.9567,-87.8,"SGL SHOT"
"LK-1847","EXPLORE",161,86.3567,-87.6,"SGL SHOT"
"LK-1847","EXPLORE",197,88.6567,-87.7,"SGL SHOT"
"LK-1847","EXPLORE",233,92.9567,-87.8,"SGL SHOT"
"LK-1847","EXPLORE",269,91.5567,-87.9,"SGL SHOT"
"LK-1854","EXPLORE",0,95,-90,"SET-UP"
"LK-1854","EXPLORE",48,95.4567,-89.8,"SGL SHOT"
"LK-1854","EXPLORE",96,98.9567,-89.2,"SGL SHOT"
"LK-1854","EXPLORE",144,96.0567,-89,"SGL SHOT"
"LK-1854","EXPLORE",193,104.5567,-88.8,"SGL SHOT"
"LK-1854","EXPLORE",241,108.3567,-88.9,"SGL SHOT"
"LK-1855","EXPLORE",0,296,-90,"SET-UP"
"LK-1855","EXPLORE",44,295.6567,-87.3,"SGL SHOT"
"LK-1855","EXPLORE",80,297.8567,-87.3,"SGL SHOT"
"LK-1855","EXPLORE",116,302.4567,-86.9,"SGL SHOT"
"LK-1855","EXPLORE",152,301.1567,-86.5,"SGL SHOT"
"LK-1855","EXPLORE",188,299.4567,-86.6,"SGL SHOT"
"LK-1855","EXPLORE",227,300.7567,-86.5,"SGL SHOT"
"LK-1855","EXPLORE",260,304.7567,-86.2,"SGL SHOT"
"LK-1863","EXPLORE",0,81,-90,"SET-UP"
"LK-1863","EXPLORE",50,80.9567,-89.2,"SGL SHOT"
"LK-1863","EXPLORE",77,89.7567,-89.3,"SGL SHOT"
"LK-1863","EXPLORE",113,90.3567,-89.2,"SGL SHOT"
"LK-1863","EXPLORE",149,104.0567,-89.2,"SGL SHOT"
"LK-1863","EXPLORE",185,93.7567,-88.9,"SGL SHOT"
"LK-1863","EXPLORE",221,118.4567,-89.1,"SGL SHOT"
"LK-1863","EXPLORE",257,98.3567,-88.8,"SGL SHOT"
"LK-1874","EXPLORE",0,302,-90,"SET-UP"
"LK-1874","EXPLORE",44,301.8567,-89.3,"SGL SHOT"
"LK-1874","EXPLORE",80,11.6567,-88.6,"SGL SHOT"
"LK-1874","EXPLORE",116,309.3567,-89.4,"SGL SHOT"
"LK-1874","EXPLORE",152,26.6567,-89.7,"SGL SHOT"
"LK-1874","EXPLORE",188,36.3567,-89.4,"SGL SHOT"
"LK-1874","EXPLORE",224,31.1567,-89.2,"SGL SHOT"
"LK-1874","EXPLORE",260,298.6567,-88.7,"SGL SHOT"
"LK-2004","EXPLORE",0,180,-90,"SET-UP"
"LK-2005","EXPLORE",0,180,-90,"SET-UP"
"LK-2006","EXPLORE",0,180,-90,"SET-UP"
"LK-2007","EXPLORE",0,180,-77,"SET-UP"
"LK-2007","EXPLORE",15,180.6,-77.3,"SGL SHOT"
"LK-2007","EXPLORE",61,180.1,-77.8,"SGL SHOT"
"LK-2007","EXPLORE",122,177.3,-77.5,"SGL SHOT"
"LK-2008","EXPLORE",0,180,-90,"SET-UP"
"LK-2009","EXPLORE",0,180,-90,"SET-UP"
"LK-2010","EXPLORE",0,180,-90,"SET-UP"
"LK-2010","EXPLORE",25,242.2,-88.7,"SGL SHOT"
"LK-2010","EXPLORE",50,235.7,-88.8,"SGL SHOT"
"LK-2010","EXPLORE",100,261.8,-88.9,"SGL SHOT"
"LK-2010","EXPLORE",150,263,-88.8,"SGL SHOT"
"LK-2010","EXPLORE",230,294.4,-89.2,"SGL SHOT"
"LK-2011","EXPLORE",0,180,-90,"SET-UP"
"LK-2011","EXPLORE",50,98,-89.1,"SGL SHOT"
"LK-2011","EXPLORE",100,66.7,-89,"SGL SHOT"
"LK-2011","EXPLORE",150,55.4,-88.9,"SGL SHOT"
"LK-2011","EXPLORE",210,62.5,-88.2,"SGL SHOT"
"LK-2012","EXPLORE",0,180,-90,"SET-UP"
"LK-2012","EXPLORE",50,132.7,-87.7,"SGL SHOT"
"LK-2012","EXPLORE",100,142.3,-88,"SGL SHOT"
"LK-2012","EXPLORE",165,133.9,-87.5,"SGL SHOT"
"LK-2012","EXPLORE",240,131.2,-88,"SGL SHOT"
"LK-2013","EXPLORE",0,180,-90,"SET-UP"
"LK-2013","EXPLORE",69,335.7,-89.5,"SGL SHOT"
"LK-2013","EXPLORE",119,315.4,-89.8,"SGL SHOT"
"LK-2013","EXPLORE",169,349,-89.6,"SGL SHOT"
"LK-2013","EXPLORE",219,300,-89.9,"SGL SHOT"
"LK-2014","EXPLORE",0,180,-90,"SET-UP"
"LK-2014","EXPLORE",40,201.3,-89.7,"SGL SHOT"
"LK-2014","EXPLORE",100,95.9,-89.9,"SGL SHOT"
"LK-2014","EXPLORE",160,15.7,-89.7,"SGL SHOT"
"LK-2014","EXPLORE",220,73.3,-89.6,"SGL SHOT"
"LK-2015","EXPLORE",0,180,-90,"SET-UP"
"LK-2015","EXPLORE",30,171.2,-89.5,"SGL SHOT"
"LK-2015","EXPLORE",100,157.5,-89.3,"SGL SHOT"
"LK-2015","EXPLORE",215,168.4,-89.5,"SGL SHOT"
"LK-2016","EXPLORE",0,180,-90,"SET-UP"
"LK-2016","EXPLORE",32,186,-89.5,"SGL SHOT"
"LK-2016","EXPLORE",98,313.9,-89.8,"SGL SHOT"
"LK-2016","EXPLORE",164,243,-89.6,"SGL SHOT"
"LK-2016","EXPLORE",230,251.1,-89.4,"SGL SHOT"
"LK-2017","EXPLORE",0,180,-90,"SET-UP"
"LK-2017","EXPLORE",50,342.1,-89.2,"SGL SHOT"
"LK-2017","EXPLORE",100,328.8,-89.3,"SGL SHOT"
"LK-2017","EXPLORE",150,9.8,-89.2,"SGL SHOT"
"LK-2017","EXPLORE",216,342.1,-89.2,"SGL SHOT"
"LK-2018","EXPLORE",0,180,-90,"SET-UP"
"LK-2018","EXPLORE",30,48.2,-88.4,"SGL SHOT"
"LK-2018","EXPLORE",90,44.4,-89.4,"SGL SHOT"
"LK-2018","EXPLORE",160,332.9,-89.5,"SGL SHOT"
"LK-2018","EXPLORE",230,32.4,-89.7,"SGL SHOT"
"LK-2019","EXPLORE",0,180,-80,"SET-UP"
"LK-2019","EXPLORE",50,188.7,-79.7,"SGL SHOT"
"LK-2019","EXPLORE",100,189.5,-79.8,"SGL SHOT"
"LK-2019","EXPLORE",150,188.4,-80.2,"SGL SHOT"
"LK-2019","EXPLORE",200,182.9,-80.5,"SGL SHOT"
"LK-2019","EXPLORE",242,187.5,-81,"SGL SHOT"
"LK-2147","EXPLORE",0,180,-90,"SET-UP"
"LK-2147","EXPLORE",73,238.6,-89.8,"SGL SHOT"
"LK-2147","EXPLORE",133,237.9,-89.5,"SGL SHOT"
"LK-2147","EXPLORE",193,172.2,-89.4,"SGL SHOT"
"LK-2147","EXPLORE",253,228.5,-89.4,"SGL SHOT"
"LK-3262-022","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-001","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-002","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-003","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-004","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-005","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-006","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-007","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-008","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-009","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-010","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-011","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-012","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-013","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-014","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-015","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-016","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-017","EXPLORE",0,180,-90,"SET-UP"
"LK-4030-018","EXPLORE",0,180,-90,"SET-UP"
"LK-0001","SURFACE",0,0,-90,"SET-UP"
"LK-0001","SURFACE",206,0,-86,"UNKNOWN"
"LK-0002","SURFACE",0,0,-90,"SET-UP"
"LK-0002","SURFACE",209,0,-88,"UNKNOWN"
"LK-0003","SURFACE",0,0,-90,"SET-UP"
"LK-0003","SURFACE",204,0,-88.5,"UNKNOWN"
"LK-0004","SURFACE",0,0,-90,"SET-UP"
"LK-0004","SURFACE",215,0,-89,"UNKNOWN"
"LK-0005","SURFACE",0,0,-90,"SET-UP"
"LK-0005","SURFACE",211,0,-88.5,"UNKNOWN"
"LK-0006","SURFACE",0,0,-90,"SET-UP"
"LK-0006","SURFACE",211,0,-85.5,"UNKNOWN"
"LK-0007","SURFACE",0,0,-90,"SET-UP"
"LK-0007","SURFACE",206,0,-90,"UNKNOWN"
"LK-0008","SURFACE",0,0,-90,"SET-UP"
"LK-0008","SURFACE",206,0,-89.5,"UNKNOWN"
"LK-0009","SURFACE",0,0,-90,"SET-UP"
"LK-0009","SURFACE",208,0,-88,"UNKNOWN"
"LK-0010","SURFACE",0,0,-90,"SET-UP"
"LK-0010","SURFACE",215,0,-89.5,"UNKNOWN"
"LK-0011","SURFACE",0,0,-90,"SET-UP"
"LK-0011","SURFACE",211,0,-88.5,"UNKNOWN"
"LK-0012","SURFACE",0,0,-90,"SET-UP"
"LK-0012","SURFACE",205,0,-85.5,"UNKNOWN"
"LK-0013","SURFACE",0,0,-90,"SET-UP"
"LK-0013","SURFACE",223,0,-90,"UNKNOWN"
"LK-0014","SURFACE",0,0,-90,"SET-UP"
"LK-0014","SURFACE",225,0,-88,"UNKNOWN"
"LK-0015","SURFACE",0,0,-90,"SET-UP"
"LK-0015","SURFACE",214,0,-89.5,"UNKNOWN"
"LK-0016","SURFACE",0,0,-90,"SET-UP"
"LK-0016","SURFACE",217,0,-89.5,"UNKNOWN"
"LK-0017","SURFACE",0,0,-90,"SET-UP"
"LK-0018","SURFACE",0,0,-90,"SET-UP"
"LK-0018","SURFACE",112,0,-90,"UNKNOWN"
"LK-0019","SURFACE",0,0,-90,"SET-UP"
"LK-0019","SURFACE",216,0,-87,"UNKNOWN"
"LK-0020","SURFACE",0,0,-90,"SET-UP"
"LK-0020","SURFACE",193,0,-88,"UNKNOWN"
"LK-0021","SURFACE",0,0,-90,"SET-UP"
"LK-0021","SURFACE",217,0,-89,"UNKNOWN"
"LK-0022","SURFACE",0,0,-90,"SET-UP"
"LK-0022","SURFACE",232,0,-90,"UNKNOWN"
"LK-0023","SURFACE",0,0,-90,"SET-UP"
"LK-0023","SURFACE",226,0,-89,"UNKNOWN"
"LK-0024","SURFACE",0,0,-90,"SET-UP"
"LK-0024","SURFACE",184,0,-88.5,"UNKNOWN"
"LK-0025","SURFACE",0,0,-90,"SET-UP"
"LK-0025","SURFACE",239,0,-89.5,"UNKNOWN"
"LK-0026","SURFACE",0,0,-90,"SET-UP"
"LK-0026","SURFACE",208,0,-90,"UNKNOWN"
"LK-0027","SURFACE",0,0,-90,"SET-UP"
"LK-0027","SURFACE",202,0,-89,"UNKNOWN"
"LK-0028","SURFACE",0,0,-90,"SET-UP"
"LK-0029","SURFACE",0,0,-90,"SET-UP"
"LK-0029","SURFACE",190,0,-89,"UNKNOWN"
"LK-0030","SURFACE",0,0,-90,"SET-UP"
"LK-0030","SURFACE",415,0,-85,"UNKNOWN"
"LK-0030","SURFACE",418.75,0,-85,"SGL SHOT"
"LK-0030","SURFACE",419,0,-85,"UNKNOWN"
"LK-0031","SURFACE",0,0,-90,"SET-UP"
"LK-0031","SURFACE",187,0,-88,"UNKNOWN"
"LK-0032","SURFACE",0,0,-90,"SET-UP"
"LK-0032","SURFACE",184.4,90,-89,"UNKNOWN"
"LK-0033","SURFACE",0,180,-90,"SET-UP"
"LK-0033","SURFACE",235.8,180,-88,"UNKNOWN"
"LK-0034","SURFACE",0,0,-90,"SET-UP"
"LK-0034","SURFACE",192.5,0,-88.5,"SGL SHOT"
"LK-0034","SURFACE",193.5,0,-88.5,"UNKNOWN"
"LK-0035","SURFACE",0,0,-90,"SET-UP"
"LK-0036","SURFACE",0,0,-90,"SET-UP"
"LK-0037","SURFACE",0,0,-90,"SET-UP"
"LK-0038","SURFACE",0,0,-90,"SET-UP"
"LK-0039","SURFACE",0,0,-90,"SET-UP"
"LK-0040","SURFACE",0,0,-90,"SET-UP"
"LK-0041","SURFACE",0,320,-90,"SET-UP"
"LK-0041","SURFACE",100,320,-89,"UNKNOWN"
"LK-0041","SURFACE",203,0,-90,"UNKNOWN"
"LK-0042","SURFACE",0,235,-90,"SET-UP"
"LK-0042","SURFACE",232,235,-88,"UNKNOWN"
"LK-0043","SURFACE",0,0,-90,"SET-UP"
"LK-0043","SURFACE",239.05,150,-87,"UNKNOWN"
"LK-0044","SURFACE",0,0,-90,"SET-UP"
"LK-0044","SURFACE",189,215,-88,"UNKNOWN"
"LK-0045","SURFACE",0,0,-90,"SET-UP"
"LK-0045","SURFACE",235,350,-88,"UNKNOWN"
"LK-0046","SURFACE",0,0,-90,"SET-UP"
"LK-0046","SURFACE",200,260,-85,"UNKNOWN"
"LK-0047","SURFACE",0,0,-90,"SET-UP"
"LK-0047","SURFACE",232.45,80,-88.5,"UNKNOWN"
"LK-0048","SURFACE",0,0,-90,"SET-UP"
"LK-0048","SURFACE",244,78,-88,"UNKNOWN"
"LK-0049","SURFACE",0,320,-90,"SET-UP"
"LK-0049","SURFACE",150,320,-86.5,"UNKNOWN"
"LK-0049","SURFACE",251.45,335,-87,"UNKNOWN"
"LK-0050","SURFACE",0,155,-90,"SET-UP"
"LK-0050","SURFACE",150,155,-87,"UNKNOWN"
"LK-0050","SURFACE",169,240,-88,"UNKNOWN"
"LK-0051","SURFACE",0,0,-90,"SET-UP"
"LK-0052","SURFACE",0,310,-90,"SET-UP"
"LK-0052","SURFACE",182,310,-88,"UNKNOWN"
"LK-0052","SURFACE",232,30,-88,"UNKNOWN"
"LK-0053","SURFACE",0,315,-90,"SET-UP"
"LK-0053","SURFACE",200,315,-88,"UNKNOWN"
"LK-0053","SURFACE",300,35,-88,"UNKNOWN"
"LK-0053","SURFACE",473.8,30,-87,"UNKNOWN"
"LK-0054","SURFACE",0,250,-90,"SET-UP"
"LK-0054","SURFACE",150,250,-88,"UNKNOWN"
"LK-0054","SURFACE",230,270,-88,"UNKNOWN"
"LK-0055","SURFACE",0,355,-90,"SET-UP"
"LK-0055","SURFACE",160,335,-88,"UNKNOWN"
"LK-0056","SURFACE",0,0,-90,"SET-UP"
"LK-0057","SURFACE",0,50,-90,"SET-UP"
"LK-0057","SURFACE",200,50,-89,"UNKNOWN"
"LK-0058","SURFACE",0,0,-90,"SET-UP"
"LK-0059","SURFACE",0,315,-90,"SET-UP"
"LK-0059","SURFACE",107,315,-88,"UNKNOWN"
"LK-0059","SURFACE",204,30,-88,"UNKNOWN"
"LK-0060","SURFACE",0,334,-90,"SET-UP"
"LK-0060","SURFACE",142,334,-88,"UNKNOWN"
"LK-0060","SURFACE",214,310,-88,"UNKNOWN"
"LK-0061","SURFACE",0,0,-90,"SET-UP"
"LK-0061","SURFACE",122,130,-88.25,"UNKNOWN"
"LK-0061","SURFACE",227.4,260,-88.5,"UNKNOWN"
"LK-0062","SURFACE",0,62,-90,"SET-UP"
"LK-0062","SURFACE",229,170,-88,"UNKNOWN"
"LK-0063","SURFACE",0,0,-90,"SET-UP"
"LK-0064","SURFACE",0,50,-90,"SET-UP"
"LK-0064","SURFACE",181.8,50,-88.5,"UNKNOWN"
"LK-0064","SURFACE",243,250,-88.5,"UNKNOWN"
"LK-0065","SURFACE",0,320,-90,"SET-UP"
"LK-0065","SURFACE",88,320,-88,"UNKNOWN"
"LK-0065","SURFACE",160,300,-88,"UNKNOWN"
"LK-0066","SURFACE",0,0,-90,"SET-UP"
"LK-0066A","SURFACE",0,260,-90,"SET-UP"
"LK-0066A","SURFACE",115,260,-87.5,"UNKNOWN"
"LK-0067","SURFACE",0,68,-90,"SET-UP"
"LK-0067","SURFACE",100,68,-88,"UNKNOWN"
"LK-0067","SURFACE",196,78,-88,"UNKNOWN"
"LK-0068","SURFACE",0,5,-90,"SET-UP"
"LK-0068","SURFACE",84,5,-88.5,"UNKNOWN"
"LK-0068","SURFACE",165,65,-88.5,"UNKNOWN"
"LK-0069","SURFACE",0,100,-90,"SET-UP"
"LK-0069","SURFACE",153,100,-88.5,"UNKNOWN"
"LK-0070","SURFACE",0,222,-90,"SET-UP"
"LK-0070","SURFACE",99.8,222,-88,"UNKNOWN"
"LK-0070","SURFACE",204,215,-87.5,"UNKNOWN"
"LK-0071","SURFACE",0,330,-90,"SET-UP"
"LK-0071","SURFACE",100,330,-88,"UNKNOWN"
"LK-0071","SURFACE",199,340,-88,"UNKNOWN"
"LK-0072","SURFACE",0,0,-90,"SET-UP"
"LK-0072","SURFACE",100,260,-90,"UNKNOWN"
"LK-0072","SURFACE",200,0,-90,"UNKNOWN"
"LK-0073","SURFACE",0,305,-90,"SET-UP"
"LK-0073","SURFACE",145.6,305,-87,"UNKNOWN"
"LK-0073","SURFACE",243.3,330,-87,"UNKNOWN"
"LK-0074","SURFACE",0,320,-90,"SET-UP"
"LK-0074","SURFACE",200,320,-89,"UNKNOWN"
"LK-0075","SURFACE",0,20,-90,"SET-UP"
"LK-0075","SURFACE",100,20,-88,"UNKNOWN"
"LK-0075","SURFACE",183.5,10,-88,"UNKNOWN"
"LK-0076","SURFACE",0,0,-90,"SET-UP"
"LK-0076A","SURFACE",0,0,-90,"SET-UP"
"LK-0076A","SURFACE",100,0,-89,"UNKNOWN"
"LK-0076A","SURFACE",200,350,-88,"UNKNOWN"
"LK-0077","SURFACE",0,250,-90,"SET-UP"
"LK-0077","SURFACE",120,250,-89,"UNKNOWN"
"LK-0077","SURFACE",210,215,-89,"UNKNOWN"
"LK-0078","SURFACE",0,320,-90,"SET-UP"
"LK-0078","SURFACE",103.4,320,-88,"UNKNOWN"
"LK-0078","SURFACE",199.4,330,-87,"UNKNOWN"
"LK-0079","SURFACE",0,325,-90,"SET-UP"
"LK-0079","SURFACE",100,325,-87,"UNKNOWN"
"LK-0079","SURFACE",211,310,-88,"UNKNOWN"
"LK-0080","SURFACE",0,0,-90,"SET-UP"
"LK-0080","SURFACE",111.3,0,-90,"UNKNOWN"
"LK-0080","SURFACE",219.3,0,-90,"UNKNOWN"
"LK-0081","SURFACE",0,100,-90,"SET-UP"
"LK-0081","SURFACE",73,100,-88,"UNKNOWN"
"LK-0081","SURFACE",146.2,100,-88,"UNKNOWN"
"LK-0082","SURFACE",0,320,-90,"SET-UP"
"LK-0082","SURFACE",101.8,320,-88,"UNKNOWN"
"LK-0082","SURFACE",197.8,350,-89,"UNKNOWN"
"LK-0083","SURFACE",0,210,-90,"SET-UP"
"LK-0083","SURFACE",170,210,-88,"UNKNOWN"
"LK-0084","SURFACE",0,0,-90,"SET-UP"
"LK-0084","SURFACE",80,0,-89,"UNKNOWN"
"LK-0084","SURFACE",160,350,-89,"UNKNOWN"
"LK-0085","SURFACE",0,20,-90,"SET-UP"
"LK-0085","SURFACE",158.7,20,-89,"UNKNOWN"
"LK-0085","SURFACE",238,10,-88.5,"UNKNOWN"
"LK-0086","SURFACE",0,245,-90,"SET-UP"
"LK-0086","SURFACE",180,245,-88,"UNKNOWN"
"LK-0087","SURFACE",0,0,-90,"SET-UP"
"LK-0087A","SURFACE",0,0,-90,"SET-UP"
"LK-0088","SURFACE",0,170,-90,"SET-UP"
"LK-0088","SURFACE",200,170,-85,"UNKNOWN"
"LK-0089","SURFACE",0,0,-90,"SET-UP"
"LK-0089","SURFACE",104,0,-87,"UNKNOWN"
"LK-0089","SURFACE",150,0,-86.5,"UNKNOWN"
"LK-0090","SURFACE",0,0,-90,"SET-UP"
"LK-0090","SURFACE",100,0,-86,"UNKNOWN"
"LK-0090","SURFACE",210,350,-86,"UNKNOWN"
"LK-0091","SURFACE",0,115,-90,"SET-UP"
"LK-0091","SURFACE",162,115,-86,"UNKNOWN"
"LK-0091","SURFACE",230,128,-88,"UNKNOWN"
"LK-0092","SURFACE",0,0,-90,"SET-UP"
"LK-0092","SURFACE",100,0,-88,"UNKNOWN"
"LK-0092","SURFACE",205,204,-87,"UNKNOWN"
"LK-0093","SURFACE",0,340,-90,"SET-UP"
"LK-0093","SURFACE",100,340,-87,"UNKNOWN"
"LK-0093","SURFACE",150,340,-88,"SGL SHOT"
"LK-0093","SURFACE",150,340,-88,"UNKNOWN"
"LK-0093","SURFACE",208,340,-89,"UNKNOWN"
"LK-0094","SURFACE",0,0,-90,"SET-UP"
"LK-0094","SURFACE",100,0,-84.5,"UNKNOWN"
"LK-0094","SURFACE",221,190,-86.5,"UNKNOWN"
"LK-0095","SURFACE",0,350,-90,"SET-UP"
"LK-0095","SURFACE",182,350,-89,"UNKNOWN"
"LK-0095","SURFACE",372.11,115,-85.5,"UNKNOWN"
"LK-0096","SURFACE",0,310,-90,"SET-UP"
"LK-0096","SURFACE",197,310,-88,"UNKNOWN"
"LK-0097","SURFACE",0,70,-90,"SET-UP"
"LK-0097","SURFACE",125,70,-89.5,"UNKNOWN"
"LK-0097","SURFACE",165,80,-89,"UNKNOWN"
"LK-0098","SURFACE",0,145,-90,"SET-UP"
"LK-0098","SURFACE",175,145,-86,"UNKNOWN"
"LK-0099","SURFACE",0,50,-90,"SET-UP"
"LK-0099","SURFACE",90,50,-88,"UNKNOWN"
"LK-0099","SURFACE",216,10,-89,"UNKNOWN"
"LK-0100","SURFACE",0,35,-90,"SET-UP"
"LK-0100","SURFACE",145,35,-89,"UNKNOWN"
"LK-0100","SURFACE",175,35,-88,"UNKNOWN"
"LK-0101","SURFACE",0,150,-90,"SET-UP"
"LK-0101","SURFACE",97,150,-89,"UNKNOWN"
"LK-0101","SURFACE",193,0,-90,"UNKNOWN"
"LK-0102","SURFACE",0,80,-90,"SET-UP"
"LK-0102","SURFACE",210,80,-89,"UNKNOWN"
